id,word,start_char,type,chain_id
0	Предполагается	0	None	None
1	,	14	None	None
2	что	16	None	None
3	судно	20	coref	503
4	могло	26	None	None
5	затонуть	32	None	None
6	либо	41	None	None
7	из-за	46	None	None
8	того	52	None	None
9	,	56	None	None
10	что	58	None	None
11	было	62	None	None
12	слишком	67	None	None
13	старым	75	None	None
14	,	81	None	None
15	либо	83	None	None
16	из-за	88	None	None
17	перегрузки	94	None	None
18	.	104	None	None
19	Официальная	105	None	None
20	причина	117	None	None
21	гибели	125	None	None
22	круизного	132	None	None
23	теплохода	142	coref	503
24	Булгария	152	None	None
25	пока	161	None	None
26	не	166	None	None
27	названа	169	None	None
28	.	176	None	None
29	Неофициально	178	None	None
30	эксперты	191	None	None
31	сходятся	200	None	None
32	во	209	None	None
33	мнении	212	None	None
34	,	218	None	None
35	что	220	None	None
36	судно	224	coref	503
37	пошло	230	None	None
38	ко	236	None	None
39	дну	239	None	None
40	из-за	243	None	None
41	нарушения	249	None	None
42	правил	259	None	None
43	эксплуатации	266	None	None
44	.	278	None	None
45	СМИ	280	None	None
46	перечисляют	284	None	None
47	несколько	296	None	None
48	возможных	306	None	None
49	версий	316	None	None
50	крушения	323	None	None
51	Булгарии	332	coref	503
52	.	341	None	None
53	Первая	342	None	None
54	версия	349	coref	504
55	,	355	None	None
56	которая	357	coref	504
57	появилась	365	None	None
58	вскоре	375	None	None
59	после	382	None	None
60	ЧП	388	None	None
61	,	390	None	None
62	—	392	None	None
63	шторм	394	coref	504
64	.	399	None	None
65	Изначально	401	None	None
66	сообщалось	412	None	None
67	о	423	None	None
68	сильном	425	None	None
69	ненастье	433	None	None
70	на	442	None	None
71	Волге	445	None	None
72	в	451	None	None
73	момент	453	None	None
74	крушения	460	None	None
75	.	468	None	None
76	Однако	470	None	None
77	эти	477	None	None
78	данные	481	None	None
79	опровергли	488	None	None
80	синоптики	499	None	None
81	.	508	None	None
82	Мы	510	coref	505
83	предупреждали	513	None	None
84	о	527	None	None
85	неблагоприятных	529	None	None
86	погодных	545	None	None
87	условиях	554	None	None
88	—	563	None	None
89	порывистом	565	None	None
90	ветре	576	None	None
91	и	582	None	None
92	грозе	584	None	None
93	.	589	None	None
94	Штормового	591	None	None
95	предупреждения	602	None	None
96	на	617	None	None
97	сегодня	620	None	None
98	не	628	None	None
99	было	631	None	None
100	,	635	None	None
101	—	637	None	None
102	цитирует	639	None	None
103	NEWSru.com	648	None	None
104	представителя	659	None	None
105	управления	673	coref	505
106	Гидрометцентра	684	None	None
107	по	699	None	None
108	Татарстану	702	None	None
109	.	712	None	None
110	Позже	714	None	None
111	версию	720	None	None
112	о	727	None	None
113	шторме	729	None	None
114	не	736	None	None
115	подтвердили	739	None	None
116	спасшиеся	751	None	None
117	пассажиры	761	None	None
118	.	770	None	None
119	Вторая	771	None	None
120	версия	778	None	None
121	гибели	785	None	None
122	Булгарии	792	coref	503
123	—	801	None	None
124	судно	803	coref	503
125	шло	809	None	None
126	с	813	None	None
127	правым	815	None	None
128	креном	822	None	None
129	и	829	None	None
130	при	831	None	None
131	повороте	835	None	None
132	завалилось	844	None	None
133	на	855	None	None
134	бок	858	None	None
135	.	861	None	None
136	За	863	None	None
137	несколько	866	None	None
138	минут	876	None	None
139	оно	882	coref	503
140	полностью	886	None	None
141	ушло	896	None	None
142	на	901	None	None
143	дно	904	None	None
144	.	907	None	None
145	Водолазы	909	None	None
146	подтвердили	918	None	None
147	,	929	None	None
148	что	931	None	None
149	Булгария	935	coref	503
150	лежит	944	None	None
151	на	950	None	None
152	дне	953	None	None
153	с	957	None	None
154	правым	959	None	None
155	креном	966	None	None
156	.	972	None	None
157	Третья	974	None	None
158	версия	981	None	None
159	—	988	None	None
160	теплоход	990	coref	503
161	налетел	999	None	None
162	на	1007	None	None
163	мель	1010	None	None
164	.	1014	None	None
165	Хоть	1016	None	None
166	затонуло	1021	None	None
167	судно	1030	coref	503
168	на	1036	None	None
169	глубину	1039	None	None
170	не	1047	None	None
171	меньше	1050	None	None
172	20	1057	None	None
173	м	1060	None	None
174	,	1061	None	None
175	в	1063	None	None
176	этом	1065	None	None
177	месте	1070	None	None
178	Волги	1076	None	None
179	есть	1082	None	None
180	опасные	1087	None	None
181	участки	1095	None	None
182	.	1102	None	None
183	А	1104	None	None
184	поскольку	1106	None	None
185	судно	1116	coref	503
186	было	1122	None	None
187	старым	1127	None	None
188	—	1134	None	None
189	1955	1136	None	None
190	года	1141	None	None
191	выпуска	1146	None	None
192	,	1153	None	None
193	—	1155	None	None
194	оба	1157	None	None
195	эти	1161	None	None
196	обстоятельства	1165	None	None
197	привели	1180	None	None
198	к	1188	None	None
199	трагедии	1190	None	None
200	.	1198	None	None
201	Ещё	1200	None	None
202	одной	1204	None	None
203	причиной	1210	None	None
204	кораблекрушения	1219	None	None
205	мог	1235	None	None
206	стать	1239	None	None
207	перегруз	1245	None	None
208	теплохода	1254	coref	503
209	—	1264	None	None
210	он	1266	coref	503
211	рассчитан	1269	None	None
212	на	1279	None	None
213	140	1282	None	None
214	человек	1286	None	None
215	,	1293	None	None
216	а	1295	None	None
217	на	1297	None	None
218	борту	1300	None	None
219	было	1306	None	None
220	197	1311	None	None
221	.	1314	None	None
222	Выжившие	1315	None	None
223	после	1324	None	None
224	крушения	1330	None	None
225	корабля	1339	coref	503
226	рассказали	1347	None	None
227	,	1357	None	None
228	что	1359	None	None
229	основная	1363	None	None
230	причина	1372	None	None
231	трагедии	1380	None	None
232	—	1389	None	None
233	то	1391	None	None
234	,	1393	None	None
235	что	1395	None	None
236	теплоход	1399	coref	503
237	был	1408	None	None
238	очень	1412	None	None
239	старый	1418	None	None
240	.	1424	None	None
241	В	1426	None	None
242	плавания	1428	None	None
243	судно	1437	coref	503
244	ходит	1443	None	None
245	более	1449	None	None
246	50	1455	None	None
247	лет	1458	None	None
248	,	1461	None	None
249	а	1463	None	None
250	нормального	1465	None	None
251	ремонта	1477	None	None
252	теплохода	1485	coref	503
253	за	1495	None	None
254	это	1498	None	None
255	время	1502	None	None
256	сделано	1508	None	None
257	не	1516	None	None
258	было	1519	None	None
259	.	1523	None	None
260	В	1525	None	None
261	какой	1527	None	None
262	-	1532	None	None
263	то	1533	None	None
264	момент	1536	None	None
265	он	1543	coref	503
266	завалился	1546	None	None
267	на	1556	None	None
268	правый	1559	None	None
269	бок	1566	None	None
270	,	1569	None	None
271	перевернулся	1571	None	None
272	буквально	1584	None	None
273	за	1594	None	None
274	три	1597	None	None
275	минуты	1601	None	None
276	и	1608	None	None
277	пошёл	1610	None	None
278	ко	1616	None	None
279	дну	1619	None	None
280	.	1622	None	None
281	Он	1624	coref	503
282	затонул	1627	None	None
283	в	1635	None	None
284	течение	1637	None	None
285	двух	1645	None	None
286	минут	1650	None	None
287	.	1655	None	None
288	Причиной	1657	None	None
289	нам	1666	coref	506
290	назвали	1670	None	None
291	изношенность	1678	None	None
292	судна	1691	coref	503
293	,	1696	None	None
294	—	1698	None	None
295	рассказывают	1700	None	None
296	пассажиры	1713	coref	506
297	.	1722	None	None
