id,word,start_char,type,chain_id
0	Дебютный	0	None	None
1	сольный	9	None	None
2	альбом	17	coref	2053
3	Деймона	24	coref	2054
4	Албарна	32	None	None
5	выйдет	40	None	None
6	21	47	None	None
7	апреля	50	None	None
8	2014	57	None	None
9	года	62	None	None
10	.	66	None	None
11	Об	68	None	None
12	этом	71	None	None
13	сообщает	76	None	None
14	Consequence	85	None	None
15	of	97	None	None
16	Sound	100	None	None
17	.	105	None	None
18	Пластинка	107	coref	2053
19	под	117	None	None
20	названием	121	None	None
21	Everyday	131	None	None
22	Robots	140	None	None
23	будет	147	None	None
24	включать	153	None	None
25	в	162	None	None
26	себя	164	coref	2053
27	всего	169	None	None
28	12	175	None	None
29	треков	178	None	None
30	.	184	None	None
31	Заглавный	185	None	None
32	сингл	195	coref	2055
33	выйдет	201	None	None
34	в	208	None	None
35	цифровом	210	None	None
36	формате	219	None	None
37	и	227	None	None
38	на	229	None	None
39	виниле	232	None	None
40	почти	239	None	None
41	на	245	None	None
42	два	248	None	None
43	месяца	252	None	None
44	раньше	259	None	None
45	альбома	266	coref	2053
46	—	274	None	None
47	3	276	None	None
48	марта	278	None	None
49	.	283	None	None
50	Вместе	285	None	None
51	с	292	None	None
52	ним	294	coref	2055
53	будет	298	None	None
54	представлена	304	None	None
55	песня	317	None	None
56	Fences	323	coref	2056
57	,	329	None	None
58	которая	331	coref	2056
59	не	339	None	None
60	войдет	342	None	None
61	в	349	None	None
62	альбом	351	coref	2053
63	.	357	None	None
64	Полный	358	None	None
65	список	365	None	None
66	треков	372	None	None
67	,	378	None	None
68	представленных	380	None	None
69	на	395	None	None
70	диске	398	None	None
71	,	403	None	None
72	выглядит	405	None	None
73	так	414	None	None
74	:	417	None	None
75	Everyday	419	None	None
76	Robots	428	None	None
77	Hostiles	435	None	None
78	Lonely	444	None	None
79	Press	451	None	None
80	Play	457	None	None
81	Mr	462	None	None
82	.	464	None	None
83	Tembo	466	None	None
84	Parakeet	472	None	None
85	The	481	None	None
86	Selfish	485	None	None
87	Giant	493	None	None
88	You	499	None	None
89	and	503	None	None
90	Me	507	None	None
91	Hollow	510	None	None
92	Ponds	517	None	None
93	Seven	523	None	None
94	High	529	None	None
95	Photographs	534	None	None
96	(	546	None	None
97	You	547	None	None
98	Are	551	None	None
99	Taking	555	None	None
100	Now	562	None	None
101	)	565	None	None
102	The	567	None	None
103	History	571	None	None
104	of	579	None	None
105	a	582	None	None
106	Cheating	584	None	None
107	Heart	593	None	None
108	Heavy	599	None	None
109	Seas	605	None	None
110	of	610	None	None
111	Love	613	None	None
112	Альбом	617	None	None
113	можно	624	None	None
114	будет	630	None	None
115	приобрести	636	None	None
116	в	647	None	None
117	разных	649	None	None
118	форматах	656	None	None
119	:	664	None	None
120	от	666	None	None
121	цифровой	669	None	None
122	пластинки	678	None	None
123	в	688	None	None
124	HD	690	None	None
125	-	692	None	None
126	качестве	693	None	None
127	до	702	None	None
128	коллекционного	705	None	None
129	издания	720	coref	2057
130	,	727	None	None
131	включающего	729	None	None
132	в	741	None	None
133	себя	743	coref	2057
134	CD	748	None	None
135	с	751	None	None
136	песнями	753	None	None
137	и	761	None	None
138	DVD	763	None	None
139	с	767	None	None
140	видео	769	None	None
141	живых	775	None	None
142	выступлений	781	None	None
143	Албарна	793	coref	2054
144	в	801	None	None
145	звукозаписывающей	803	None	None
146	студии	821	None	None
147	.	827	None	None
148	Несколько	828	None	None
149	композиций	838	None	None
150	с	849	None	None
151	нового	851	None	None
152	альбома	858	coref	2053
153	Албарн	866	coref	2054
154	представил	873	None	None
155	на	884	None	None
156	фестивале	887	None	None
157	независимого	897	None	None
158	кино	910	None	None
159	Сандэнс	915	coref	2058
160	,	922	None	None
161	который	924	coref	2058
162	в	932	None	None
163	настоящее	934	None	None
164	время	944	None	None
165	проходит	950	None	None
166	в	959	None	None
167	США	961	None	None
168	.	964	None	None
169	Во	966	None	None
170	время	969	None	None
171	небольшого	975	None	None
172	концерта	986	None	None
173	в	995	None	None
174	воскресенье	997	None	None
175	,	1008	None	None
176	19	1010	None	None
177	января	1013	None	None
178	,	1019	None	None
179	музыкант	1021	coref	2054
180	под	1030	None	None
181	аккомпанемент	1034	None	None
182	струнного	1048	None	None
183	квартета	1058	None	None
184	исполнил	1067	None	None
185	песни	1076	None	None
186	Everyday	1082	None	None
187	Robots	1091	None	None
188	и	1098	None	None
189	You	1100	None	None
190	and	1104	None	None
191	Me	1108	None	None
192	.	1111	None	None
193	Также	1113	None	None
194	Албарн	1119	coref	2054
195	спел	1126	None	None
196	хит	1131	None	None
197	Blur	1135	None	None
198	To	1140	None	None
199	the	1143	None	None
200	End	1147	None	None
201	с	1151	None	None
202	альбома	1153	None	None
203	Parklife	1161	None	None
204	1994	1170	None	None
205	года	1175	None	None
206	.	1179	None	None
207	Деймон	1180	coref	2054
208	Албарн	1187	None	None
209	ранее	1194	None	None
210	неоднократно	1200	None	None
211	анонсировал	1213	None	None
212	выход	1225	None	None
213	его	1231	coref	2054
214	первого	1235	None	None
215	полноценного	1243	None	None
216	сольного	1256	None	None
217	альбома	1265	coref	2053
218	.	1272	None	None
219	Еще	1274	None	None
220	в	1278	None	None
221	мае	1280	None	None
222	2013	1284	None	None
223	года	1289	None	None
224	музыкант	1294	coref	2054
225	заявлял	1303	None	None
226	,	1310	None	None
227	что	1312	None	None
228	сольник	1316	coref	2053
229	уже	1324	None	None
230	готов	1328	None	None
231	,	1333	None	None
232	однако	1335	None	None
233	не	1342	None	None
234	сообщалось	1345	None	None
235	ни	1356	None	None
236	когда	1359	None	None
237	он	1365	coref	2053
238	выйдет	1368	None	None
239	,	1374	None	None
