id,word,start_char,type,chain_id
0	ПИТСБУРГ	0	None	None
1	-	9	None	None
2	Примерно	11	None	None
3	шесть	20	None	None
4	месяцев	26	None	None
5	назад	34	None	None
6	,	39	None	None
7	в	41	None	None
8	момент	43	None	None
9	наибольшего	50	None	None
10	волнения	62	None	None
11	относительно	71	None	None
12	глобального	84	None	None
13	финансового	96	None	None
14	и	108	None	None
15	экономического	110	None	None
16	кризиса	125	None	None
17	,	132	None	None
18	лидеры	134	coref	667
19	Большой	141	None	None
20	Двадцатки	149	coref	668
21	провели	159	None	None
22	исторический	167	None	None
23	саммит	180	None	None
24	в	187	None	None
25	Лондоне	189	None	None
26	.	196	None	None
27	Их	198	coref	667
28	коллективные	201	None	None
29	обязательства	214	None	None
30	относительно	228	None	None
31	стимулирования	241	None	None
32	,	255	None	None
33	регулирования	257	None	None
34	и	271	None	None
35	реструктуризации	273	None	None
36	глобальной	290	None	None
37	экономической	301	None	None
38	деятельности	315	None	None
39	помогли	328	None	None
40	успокоить	336	None	None
41	многих	346	None	None
42	людей	353	None	None
43	во	359	None	None
44	всем	362	None	None
45	мире	367	None	None
46	.	371	None	None
47	Многие	372	None	None
48	из	379	None	None
49	обсуждавшихся	382	None	None
50	на	396	None	None
51	лондонском	399	None	None
52	саммите	410	None	None
53	проблем	418	None	None
54	до	426	None	None
55	сих	429	None	None
56	пор	433	None	None
57	еще	437	None	None
58	актуальны	441	None	None
59	.	450	None	None
60	Быть	452	None	None
61	может	457	None	None
62	,	462	None	None
63	уровень	464	None	None
64	беспокойства	472	None	None
65	в	485	None	None
66	залах	487	None	None
67	заседаний	493	None	None
68	и	503	None	None
69	на	505	None	None
70	фондовых	508	None	None
71	биржах	517	None	None
72	и	524	None	None
73	снизился	526	None	None
74	,	534	None	None
75	однако	536	None	None
76	ежедневная	543	None	None
77	трагедия	554	None	None
78	борьбы	563	None	None
79	за	570	None	None
80	выживание	573	None	None
81	продолжается	583	None	None
82	и	596	None	None
83	сегодня	598	None	None
84	.	605	None	None
85	В	607	None	None
86	самом	609	None	None
87	деле	615	None	None
88	,	619	None	None
89	для	621	None	None
90	многих	625	None	None
91	людей	632	None	None
92	в	638	None	None
93	деревнях	640	None	None
94	и	649	None	None
95	на	651	None	None
96	улицах	654	None	None
97	наименее	661	None	None
98	развитых	670	None	None
99	стран	679	None	None
100	мира	685	None	None
101	,	689	None	None
102	особенно	691	None	None
103	в	700	None	None
104	Африке	702	None	None
105	,	708	None	None
106	эта	710	None	None
107	проблема	714	None	None
108	стала	723	None	None
109	даже	729	None	None
110	острее	734	None	None
111	.	740	None	None
112	Организация	741	None	None
113	Объединенных	753	None	None
114	Наций	766	None	None
115	и	772	None	None
116	Всемирный	774	None	None
117	банк	784	coref	669
118	предсказывают	789	None	None
119	,	802	None	None
120	что	804	None	None
121	прямое	808	None	None
122	и	815	None	None
123	косвенное	817	None	None
124	воздействие	827	None	None
125	экономического	839	None	None
126	кризиса	854	None	None
127	будет	862	None	None
128	еще	868	None	None
129	долгое	872	None	None
130	время	879	None	None
131	ощущаться	885	None	None
132	в	895	None	None
133	развивающемся	897	None	None
134	мире	911	None	None
135	.	915	None	None
136	Рабочие	917	None	None
137	места	925	None	None
138	исчезли	931	None	None
139	,	938	None	None
140	источники	940	None	None
141	дохода	950	None	None
142	утеряны	957	None	None
143	,	964	None	None
144	а	966	None	None
145	возможности	968	None	None
146	упущены	980	None	None
147	.	987	None	None
148	К	989	None	None
149	сотням	991	None	None
150	миллионов	998	None	None
151	тех	1008	None	None
152	,	1011	None	None
153	кто	1013	None	None
154	уже	1017	None	None
155	жил	1021	None	None
156	за	1025	None	None
157	чертой	1028	None	None
158	бедности	1035	None	None
159	,	1043	None	None
160	добавились	1045	None	None
161	еще	1056	None	None
162	десятки	1060	None	None
163	миллионов	1068	None	None
164	,	1077	None	None
165	что	1079	None	None
166	полностью	1083	None	None
167	изменило	1093	None	None
168	ситуацию	1102	None	None
169	с	1111	None	None
170	достижением	1113	None	None
171	глобальных	1125	None	None
172	Целей	1136	None	None
173	Развития	1142	None	None
174	Тысячелетия	1151	None	None
175	.	1162	None	None
176	На	1164	None	None
177	лондонском	1167	None	None
178	саммите	1178	None	None
179	Большой	1186	None	None
