id,word,start_char,type,chain_id
0	Двадцать	0	None	None
1	лет	9	None	None
2	назад	13	None	None
3	правительства	19	None	None
4	приняли	33	None	None
5	Монреальский	41	None	None
6	протокол	54	coref	708
7	,	62	None	None
8	договор	64	coref	708
9	по	72	None	None
10	защите	75	None	None
11	озонового	82	None	None
12	слоя	92	coref	709
13	Земли	97	None	None
14	от	103	None	None
15	выбросов	106	None	None
16	разрушающих	115	None	None
17	химикатов	127	None	None
18	.	136	None	None
19	Мало	138	None	None
20	кто	143	None	None
21	мог	147	None	None
22	предвидеть	151	None	None
23	,	161	None	None
24	каким	163	None	None
25	дальновидным	169	None	None
26	окажется	182	None	None
27	это	191	None	None
28	решение	195	None	None
29	.	202	None	None
30	Протокол	204	coref	708
31	был	213	None	None
32	однозначно	217	None	None
33	направлен	228	None	None
34	на	238	None	None
35	снятие	241	None	None
36	с	248	None	None
37	производства	250	None	None
38	веществ	263	None	None
39	,	270	None	None
40	таких	272	None	None
41	как	278	None	None
42	хлорфторуглероды	282	None	None
43	(	299	None	None
44	ХФУ	300	None	None
45	)	303	None	None
46	,	304	None	None
47	–	306	None	None
48	имеющихся	308	None	None
49	в	318	None	None
50	таких	320	None	None
51	изделиях	326	None	None
52	как	335	None	None
53	холодильники	339	None	None
54	,	351	None	None
55	пенопласт	353	None	None
56	и	363	None	None
57	лак	365	None	None
58	для	369	None	None
59	волос	373	None	None
60	-	379	None	None
61	для	381	None	None
62	того	385	None	None
63	чтобы	390	None	None
64	восстановить	396	None	None
65	тонкий	409	None	None
66	газовый	416	None	None
67	щит	424	coref	709
68	,	427	None	None
69	который	429	coref	709
70	фильтрует	437	None	None
71	вредные	447	None	None
72	ультрафиолетовые	455	None	None
73	лучи	472	None	None
74	Солнца	477	None	None
75	.	483	None	None
76	К	485	None	None
77	2010	487	None	None
78	году	492	None	None
79	около	497	None	None
80	100	503	None	None
81	озоноразрушающих	507	None	None
82	веществ	524	None	None
83	,	531	None	None
84	включая	533	None	None
85	ХФУ	541	None	None
86	,	544	None	None
87	будут	546	None	None
88	сняты	552	None	None
89	с	558	None	None
90	производства	560	None	None
91	повсеместно	573	None	None
92	.	584	None	None
93	Без	586	None	None
94	принятых	590	None	None
95	20	599	None	None
96	лет	602	None	None
97	назад	606	None	None
98	решений	612	None	None
99	атмосферный	620	None	None
100	уровень	632	None	None
101	озоноразрушающих	640	None	None
102	веществ	657	None	None
103	увеличился	665	None	None
104	бы	676	None	None
105	к	679	None	None
106	2050	681	None	None
107	году	686	None	None
108	в	691	None	None
109	десять	693	None	None
110	раз	700	None	None
111	.	703	None	None
112	Это	705	None	None
113	могло	709	None	None
114	бы	715	None	None
115	привести	718	None	None
116	к	727	None	None
117	20	729	None	None
118	миллионам	732	None	None
119	дополнительных	742	None	None
120	случаев	757	None	None
121	рака	765	None	None
122	кожи	770	None	None
123	и	775	None	None
124	еще	777	None	None
125	130	781	None	None
126	миллионам	785	None	None
127	случаев	795	None	None
128	глазной	803	None	None
129	катаракты	811	None	None
130	,	820	None	None
131	не	822	None	None
132	говоря	825	None	None
133	о	832	None	None
134	вреде	834	None	None
135	для	840	None	None
136	иммунной	844	None	None
137	системы	853	None	None
138	человека	861	None	None
139	,	869	None	None
140	живой	871	None	None
141	природы	877	None	None
142	и	885	None	None
143	сельского	887	None	None
144	хозяйства	897	None	None
145	.	906	None	None
146	Но	908	None	None
147	это	911	None	None
148	только	915	None	None
149	часть	922	None	None
150	истории	928	coref	710
151	,	935	None	None
152	которую	937	coref	710
153	мы	945	None	None
154	празднуем	948	None	None
155	в	958	None	None
156	международный	960	None	None
157	день	974	None	None
158	сохранения	979	None	None
159	озонового	990	None	None
160	слоя	1000	None	None
161	(	1005	None	None
162	16	1006	None	None
163	сентября	1009	None	None
164	)	1017	None	None
