id,word,start_char,type,chain_id
0	200	0	None	None
1	лет	4	None	None
2	назад	8	None	None
3	,	13	None	None
4	17	15	None	None
5	февраля	18	None	None
6	1810	26	None	None
7	года	31	None	None
8	,	35	None	None
9	император	37	None	None
10	Александр	47	coref	1764
11	I	57	None	None
12	издал	59	None	None
13	манифест	65	None	None
14	о	74	None	None
15	присоединении	76	None	None
16	Абхазского	90	None	None
17	княжества	101	None	None
18	к	111	None	None
19	Российской	113	None	None
20	империи	124	None	None
21	И	131	None	None
22	он	133	coref	1764
23	не	136	None	None
24	обманулся	139	None	None
25	в	149	None	None
26	своих	151	coref	1764
27	ожиданиях	157	None	None
28	.	166	None	None
29	Русские	167	None	None
30	войска	175	None	None
31	изгнали	182	None	None
32	турок	190	None	None
33	из	196	None	None
34	Сухума	199	None	None
35	,	205	None	None
36	и	207	None	None
37	в	209	None	None
38	течение	211	None	None
39	нескольких	219	None	None
40	десятилетий	230	None	None
41	Абхазия	242	coref	1765
42	жила	250	None	None
43	в	255	None	None
44	условиях	257	None	None
45	относительного	266	None	None
46	благополучия	281	None	None
47	.	293	None	None
48	Князь	294	None	None
49	Михаил	300	coref	1766
50	Георгиевич	307	None	None
51	Чачба	318	None	None
52	-	323	None	None
53	Шервашидзе	324	None	None
54	,	334	None	None
55	продолжая	336	None	None
56	дело	346	None	None
57	отца	351	None	None
58	,	355	None	None
59	оказывал	357	None	None
60	немаловажные	366	None	None
61	услуги	379	None	None
62	имперским	386	None	None
63	наместникам	396	None	None
64	в	408	None	None
65	период	410	None	None
66	затяжной	417	None	None
67	Кавказской	426	None	None
68	войны	437	None	None
69	.	442	None	None
70	Но	443	None	None
71	война	446	None	None
72	отгремела	452	None	None
73	,	461	None	None
74	немирные	463	None	None
75	горцы	472	None	None
76	усмирились	478	None	None
77	,	488	None	None
78	неукротимый	490	None	None
79	Шамиль	502	None	None
80	стал	509	None	None
81	уважаемым	514	None	None
82	пенсионером	524	None	None
83	императорской	536	None	None
84	казны	550	None	None
85	.	555	None	None
86	Начиналась	556	None	None
87	эпоха	567	None	None
88	великих	573	None	None
89	реформ	581	None	None
90	.	587	None	None
91	Русских	588	None	None
92	крестьян	596	None	None
93	освободили	605	None	None
94	от	616	None	None
95	помещиков	619	None	None
96	-	628	None	None
97	крепостников	629	None	None
98	.	641	None	None
99	Грузинских	642	None	None
100	крестьян	653	None	None
101	в	662	None	None
102	Мингрелии	664	None	None
103	освободили	674	None	None
104	из-под	685	None	None
105	власти	692	None	None
106	княжеского	699	None	None
107	семейства	710	None	None
108	Дадиани	720	None	None
109	,	727	None	None
110	разорявшего	729	None	None
111	подданных	741	None	None
112	немереными	751	None	None
113	поборами	762	None	None
114	.	770	None	None
115	В	771	None	None
116	1864	773	None	None
117	году	778	None	None
118	и	783	None	None
119	для	785	None	None
120	Абхазии	789	coref	1765
121	подошла	797	None	None
122	очередь	805	None	None
123	реформироваться	813	None	None
124	по	829	None	None
125	общеимперским	832	None	None
126	стандартам	846	None	None
127	.	856	None	None
128	Князь	857	None	None
129	Михаил	863	coref	1766
130	безропотно	870	None	None
131	отдал	881	None	None
132	власть	887	None	None
133	,	893	None	None
134	но	895	None	None
135	попытался	898	None	None
136	самовольно	908	None	None
137	отъехать	919	None	None
138	за	928	None	None
139	границу	931	None	None
140	.	938	None	None
141	За	939	None	None
142	это	942	None	None
143	его	946	coref	1766
144	отправили	950	None	None
145	в	960	None	None
146	Воронеж	962	None	None
147	,	969	None	None
148	фактически	971	None	None
149	в	982	None	None
150	ссылку	984	None	None
151	.	990	None	None
152	Там	991	None	None
153	он	995	coref	1766
154	и	998	None	None
155	скончался	1000	None	None
156	в	1010	None	None
157	1866	1012	None	None
158	году	1017	None	None
159	.	1021	None	None
160	Его	1022	coref	1766
161	похороны	1026	None	None
162	в	1035	None	None
163	Абхазии	1037	coref	1765
164	дали	1045	None	None
165	толчок	1050	None	None
166	к	1057	None	None
167	народному	1059	None	None
168	возмущению	1069	coref	1767
169	,	1079	None	None
170	которое	1081	coref	1767
171	царские	1089	None	None
172	чиновники	1097	None	None
173	назвали	1107	None	None
174	странным	1115	None	None
175	.	1124	None	None
176	Они	1125	None	None
177	не	1129	None	None
178	могли	1132	None	None
179	понять	1138	None	None
180	,	1144	None	None
181	что	1146	None	None
182	для	1150	None	None
183	абхазов	1154	coref	1774
184	покойный	1162	None	None
185	владетельный	1171	None	None
186	князь	1184	coref	1766
187	был	1190	None	None
188	не	1194	None	None
189	барином	1197	None	None
190	-	1204	None	None
191	феодалом	1205	None	None
192	,	1213	None	None
193	а	1215	None	None
194	естественным	1217	None	None
195	лидером	1230	None	None
196	нации	1238	None	None
197	,	1243	None	None
198	символом	1245	None	None
199	древней	1254	None	None
200	абхазской	1262	None	None
201	государственности	1272	None	None
202	.	1289	None	None
203	Беспорядки	1290	None	None
204	подавили	1301	None	None
205	,	1309	None	None
206	а	1311	None	None
207	упразднённое	1313	None	None
208	княжество	1326	None	None
209	включили	1336	None	None
210	в	1345	None	None
211	состав	1347	None	None
212	Кутаисской	1354	None	None
213	губернии	1365	None	None
214	.	1373	None	None
215	Это	1374	None	None
216	административное	1378	None	None
217	решение	1395	coref	1768
218	,	1402	None	None
219	продвинутое	1404	None	None
220	второстепенными	1416	None	None
221	чиновниками	1432	None	None
