id,word,start_char,type,chain_id
0	О	0	None	None
1	романе	2	None	None
2	Дугласа	9	coref	45
3	Стоуна	17	None	None
4	и	24	None	None
5	небезызвестной	26	None	None
6	леди	41	coref	44
7	Сэннокс	46	None	None
8	было	54	None	None
9	широко	59	None	None
10	известно	66	None	None
11	как	75	None	None
12	в	79	None	None
13	светских	81	None	None
14	кругах	90	None	None
15	,	96	None	None
16	где	98	None	None
17	она	102	coref	44
18	блистала	106	None	None
19	,	114	None	None
20	так	116	None	None
21	и	120	None	None
22	среди	122	None	None
23	членов	128	coref	46
24	научных	135	None	None
25	обществ	143	None	None
26	,	150	None	None
27	считавших	152	None	None
28	его	162	coref	45
29	одним	166	None	None
30	из	172	None	None
31	знаменитейших	175	None	None
32	своих	189	coref	46
33	коллег	195	None	None
34	.	201	None	None
35	Поэтому	203	None	None
36	,	210	None	None
37	когда	212	None	None
38	в	218	None	None
39	один	220	None	None
40	прекрасный	225	None	None
41	день	236	None	None
42	был	241	None	None
43	объявлено	245	None	None
44	,	254	None	None
45	что	256	None	None
46	леди	260	coref	44
47	Сэннокс	265	None	None
48	окончательно	273	None	None
49	и	286	None	None
50	бесповоротно	288	None	None
51	постриглась	301	None	None
52	в	313	None	None
53	монахини	315	None	None
54	и	324	None	None
55	навсегда	326	None	None
56	заточила	335	None	None
57	себя	344	coref	44
58	в	349	None	None
59	монастырь	351	None	None
60	,	360	None	None
61	новость	362	None	None
62	эта	370	None	None
63	вызвала	374	None	None
64	повышенный	382	None	None
65	интерес	393	None	None
66	.	400	None	None
67	Когда	402	None	None
68	же	408	None	None
69	сразу	411	None	None
70	вслед	417	None	None
71	за	423	None	None
72	этим	426	None	None
73	пришло	431	None	None
74	известие	438	None	None
75	,	446	None	None
76	что	448	None	None
77	прославленный	452	None	None
78	хирург	466	coref	45
79	,	472	None	None
80	человек	474	coref	45
81	с	482	None	None
82	железными	484	None	None
83	нервами	494	None	None
84	,	501	None	None
85	был	503	None	None
86	обнаружен	507	None	None
87	утром	517	None	None
88	своим	523	coref	45
89	слугой	529	None	None
90	в	536	None	None
91	самом	538	None	None
92	плачевном	544	None	None
93	состоянии	554	None	None
94	-	564	None	None
95	он	566	coref	45
96	сидел	569	None	None
97	на	575	None	None
98	кровати	578	None	None
99	,	585	None	None
100	бессмысленно	587	None	None
101	улыбаясь	600	None	None
102	,	608	None	None
103	с	610	None	None
104	обеими	612	None	None
105	ногами	619	None	None
106	,	625	None	None
107	просунутыми	627	None	None
108	в	639	None	None
109	одну	641	None	None
110	штанину	646	None	None
111	,	653	None	None
112	и	655	None	None
113	могучим	657	None	None
114	мозгом	665	None	None
115	,	671	None	None
116	не	673	None	None
117	более	676	None	None
118	ценным	682	None	None
119	теперь	689	None	None
120	,	695	None	None
121	чем	697	None	None
122	шляпа	701	None	None
123	,	706	None	None
124	наполненная	708	None	None
125	кашей	720	None	None
126	,	725	None	None
127	-	727	None	None
128	вся	729	None	None
129	эта	733	None	None
130	история	737	None	None
131	получила	745	None	None
132	сильный	754	None	None
133	резонанс	762	None	None
134	и	771	None	None
135	взволновала	773	None	None
136	людей	785	coref	47
137	,	790	None	None
138	уже	792	None	None
139	и	796	None	None
140	не	798	None	None
141	надеявшихся	801	None	None
142	на	813	None	None
143	то	816	None	None
144	,	818	None	None
145	что	820	None	None
146	их	824	coref	47
147	притупившиеся	827	None	None
148	,	840	None	None
149	пресыщенные	842	None	None
150	нервы	854	None	None
151	окажутся	860	None	None
152	способны	869	None	None
153	к	878	None	None
154	волнению	880	None	None
155	.	888	None	None
156	Дуглас	890	coref	45
157	Стоун	897	None	None
158	в	903	None	None
159	расцвете	905	None	None
160	своих	914	coref	45
161	способностей	920	None	None
162	был	933	None	None
163	одним	937	None	None
164	из	943	None	None
165	самых	946	None	None
166	выдающихся	952	None	None
167	людей	963	None	None
168	в	969	None	None
169	Англии	971	None	None
170	.	977	None	None
171	Впрочем	979	None	None
172	,	986	None	None
173	вряд	988	None	None
174	ли	993	None	None
175	его	996	coref	45
176	способности	1000	None	None
177	успели	1012	None	None
178	достигнуть	1019	None	None
179	полного	1030	None	None
180	расцвета	1038	None	None
181	:	1046	None	None
182	ведь	1048	None	None
183	к	1053	None	None
184	моменту	1055	None	None
185	этого	1063	None	None
186	маленького	1069	None	None
187	происшествия	1080	None	None
188	ему	1093	coref	45
189	было	1097	None	None
190	всего	1102	None	None
191	тридцать	1108	None	None
192	девять	1117	None	None
193	лет	1124	None	None
194	.	1127	None	None
195	Те	1129	None	None
196	,	1131	None	None
197	кто	1133	None	None
198	хорошо	1137	None	None
199	его	1144	coref	45
200	знал	1148	None	None
201	,	1152	None	None
202	считали	1154	None	None
203	,	1161	None	None
204	что	1163	None	None
205	,	1166	None	None
206	хотя	1168	None	None
207	он	1173	coref	45
208	стал	1176	None	None
209	знаменит	1181	None	None
210	как	1190	None	None
211	хирург	1194	None	None
212	,	1200	None	None
213	он	1202	coref	45
214	смог	1205	None	None
215	бы	1210	None	None
216	еще	1213	None	None
217	быстрее	1217	None	None
218	прославиться	1225	None	None
219	,	1237	None	None
220	избери	1239	None	None
221	он	1246	coref	45
222	любую	1249	None	None
223	из	1255	None	None
224	десятка	1258	None	None
225	других	1266	None	None
226	карьер	1273	None	None
227	.	1279	None	None
228	Он	1281	coref	45
229	завоевал	1284	None	None
230	бы	1293	None	None
231	славу	1296	coref	48
232	,	1301	None	None
233	как	1303	None	None
234	бы	1319	None	None
235	ее	1322	coref	48
236	как	1325	None	None
237	путешественник	1329	None	None
238	-	1343	None	None
239	первопроходец	1344	None	None
240	,	1357	None	None
241	стяжал	1359	None	None
242	бы	1366	None	None
243	ее	1369	coref	48
244	как	1372	None	None
245	юрист	1376	None	None
246	в	1382	None	None
247	залах	1384	None	None
248	суда	1390	None	None
249	или	1395	None	None
250	создал	1399	None	None
251	бы	1406	None	None
252	ее	1409	coref	48
253	как	1412	None	None
254	инженер	1416	None	None
255	-	1424	None	None
256	из	1426	None	None
257	камня	1429	None	None
258	и	1435	None	None
259	стали	1437	None	None
260	.	1442	None	None
261	Он	1444	coref	45
262	был	1447	None	None
263	рожден	1451	None	None
264	,	1457	None	None
265	чтобы	1459	None	None
266	стать	1465	None	None
267	великим	1471	None	None
268	,	1478	None	None
269	ибо	1480	None	None
270	умел	1484	None	None
271	замышлять	1489	None	None
272	то	1499	None	None
273	,	1501	None	None
274	чего	1503	None	None
275	не	1508	None	None
276	осмеливаются	1511	None	None
277	совершать	1524	None	None
278	другие	1534	None	None
279	,	1540	None	None
280	и	1542	None	None
281	совершать	1544	None	None
282	то	1554	None	None
283	,	1556	None	None
284	о	1558	None	None
285	чем	1560	None	None
286	другие	1564	None	None
287	не	1571	None	None
288	смеют	1574	None	None
289	помыслить	1580	None	None
290	В	1590	None	None
291	хирургии	1592	None	None
292	никто	1601	None	None
293	не	1607	None	None
294	мог	1610	None	None
295	повторить	1614	None	None
296	его	1624	coref	49
297	виртуозные	1628	None	None
298	операции	1639	None	None
299	.	1647	None	None
300	Его	1649	coref	45
301	самообладание	1653	None	None
302	,	1666	None	None
303	проницательность	1668	None	None
304	и	1685	None	None
305	интуиция	1687	None	None
306	творили	1696	None	None
307	чудеса	1704	None	None
308	.	1710	None	None
309	Снова	1712	None	None
310	и	1718	None	None
311	снова	1720	None	None
312	его	1726	coref	45
313	скальпель	1730	None	None
314	вырезал	1740	None	None
315	смерть	1748	None	None
316	,	1754	None	None
317	но	1756	None	None
318	касался	1759	None	None
319	при	1767	None	None
320	этом	1771	None	None
321	самих	1776	None	None
322	истоков	1782	None	None
323	жизни	1790	None	None
324	,	1795	None	None
325	заставляя	1797	None	None
326	ассистентов	1807	None	None
327	бледнеть	1819	None	None
328	.	1827	None	None
329	Его	1829	coref	49
330	энергия	1833	coref	50
331	,	1840	None	None
332	его	1842	coref	49
333	смелость	1846	None	None
334	,	1854	None	None
335	его	1856	coref	49
336	здоровая	1860	None	None
337	уверенность	1869	None	None
338	в	1881	None	None
339	себе	1883	coref	49
340	-	1888	None	None
341	разве	1890	None	None
342	не	1896	None	None
343	вспоминают	1899	None	None
344	о	1910	None	None
345	них	1912	coref	50
346	по	1916	None	None
347	сей	1919	None	None
348	день	1923	None	None
349	к	1928	None	None
350	югу	1930	None	None
351	от	1934	None	None
352	Мэрилебоун	1937	None	None
353	-	1947	None	None
354	роуд	1948	None	None
355	и	1953	None	None
356	к	1955	None	None
357	северу	1957	None	None
358	от	1964	None	None
359	Оксфорд	1967	None	None
360	-	1974	None	None
361	стрит	1975	None	None
362	?	1980	None	None
363	Его	1982	coref	49
364	недостатки	1986	None	None
365	были	1997	None	None
366	не	2002	None	None
367	менее	2005	None	None
368	велики	2011	None	None
369	,	2017	None	None
370	чем	2019	None	None
371	его	2023	coref	49
372	достоинства	2027	None	None
373	,	2038	None	None
374	но	2040	None	None
375	куда	2043	None	None
376	как	2048	None	None
377	более	2052	None	None
378	колоритны	2058	None	None
379	.	2067	None	None
380	Зарабатывая	2069	None	None
381	большие	2081	None	None
382	деньги	2089	None	None
383	-	2096	None	None
384	по	2098	None	None
385	величине	2101	None	None
386	дохода	2110	None	None
387	он	2117	coref	49
388	уступал	2120	None	None
389	лишь	2128	None	None
390	двум	2133	None	None
391	лицам	2138	None	None
392	свободных	2144	None	None
393	профессий	2154	None	None
394	во	2164	None	None
395	всем	2167	None	None
396	Лондоне	2172	None	None
397	,	2179	None	None
398	-	2181	None	None
399	Стоун	2183	coref	49
400	жил	2189	None	None
401	в	2193	None	None
402	роскоши	2195	None	None
403	,	2202	None	None
404	несоизмеримой	2204	None	None
405	с	2218	None	None
406	его	2220	coref	49
407	заработком	2224	None	None
408	.	2234	None	None
409	В	2236	None	None
410	глубине	2238	None	None
411	его	2246	coref	49
412	сложной	2250	None	None
413	натуры	2258	None	None
414	коренилась	2265	None	None
415	жажда	2276	coref	51
416	чувственных	2282	None	None
417	удовольствий	2294	None	None
418	,	2306	None	None
419	удовлетворению	2308	None	None
420	которой	2323	coref	51
421	и	2331	None	None
422	служили	2333	None	None
423	все	2341	None	None
424	блага	2345	None	None
425	его	2351	coref	49
426	жизни	2355	None	None
427	.	2360	None	None
428	Зрение	2362	None	None
429	,	2368	None	None
430	слух	2370	None	None
431	,	2374	None	None
432	осязание	2376	None	None
433	,	2384	None	None
434	вкус	2386	None	None
435	властвовали	2391	None	None
436	над	2403	None	None
437	ним	2407	coref	49
438	.	2410	None	None
439	Букет	2412	None	None
440	старых	2418	None	None
441	марочных	2425	None	None
442	вин	2434	None	None
443	,	2437	None	None
444	запах	2439	None	None
445	редкостных	2445	None	None
446	экзотических	2456	None	None
447	цветов	2469	None	None
448	,	2475	None	None
449	линии	2477	None	None
450	и	2483	None	None
451	оттенки	2485	None	None
452	изысканнейших	2493	None	None
453	гончарных	2507	None	None
454	изделий	2517	None	None
455	Европы	2525	None	None
456	-	2532	None	None
457	на	2534	None	None
458	все	2537	None	None
459	это	2541	None	None
460	он	2545	coref	49
461	не	2548	None	None
462	жалел	2551	None	None
463	золота	2557	coref	52
464	,	2563	None	None
465	которое	2565	coref	52
466	лилось	2573	None	None
467	из	2580	None	None
468	его	2583	coref	49
469	карманов	2587	None	None
470	широким	2596	None	None
471	потоком	2604	None	None
472	.	2611	None	None
473	А	2613	None	None
474	потом	2615	None	None
475	его	2621	coref	49
476	внезапно	2625	None	None
477	охватила	2634	None	None
478	безумная	2643	None	None
479	страсть	2652	None	None
480	к	2660	None	None
481	леди	2662	coref	44
482	Сэннокс	2667	None	None
483	.	2674	None	None
484	При	2676	None	None
485	первой	2680	None	None
486	же	2687	None	None
487	их	2690	None	None
488	встрече	2693	None	None
489	два	2701	None	None
490	смелых	2705	None	None
491	,	2711	None	None
492	с	2713	None	None
493	вызовом	2715	None	None
494	,	2722	None	None
495	взгляда	2724	None	None
496	и	2732	None	None
497	слово	2734	None	None
498	,	2739	None	None
499	сказанное	2741	None	None
500	шепотом	2751	None	None
501	,	2758	None	None
502	воспламенили	2760	None	None
503	его	2773	coref	49
504	.	2776	None	None
505	Она	2778	coref	44
506	была	2782	None	None
507	самой	2787	None	None
508	восхитительной	2793	None	None
509	женщиной	2808	None	None
510	в	2817	None	None
511	Лондоне	2819	None	None
512	и	2827	None	None
513	единственной	2829	None	None
514	женщиной	2842	None	None
515	для	2851	None	None
516	него	2855	coref	49
517	.	2859	None	None
518	Он	2861	coref	49
519	был	2864	None	None
520	одним	2868	None	None
521	из	2874	None	None
522	самых	2877	None	None
523	привлекательных	2883	None	None
524	мужчин	2899	None	None
525	в	2906	None	None
526	Лондоне	2908	None	None
527	,	2915	None	None
528	но	2917	None	None
529	не	2920	None	None
530	единственным	2923	None	None
531	мужчиной	2936	None	None
532	для	2945	None	None
533	нее	2949	coref	44
534	.	2952	None	None
535	Она	2954	coref	44
536	любила	2958	None	None
537	новизну	2965	None	None
538	переживаний	2973	None	None
539	и	2985	None	None
540	бывала	2987	None	None
541	благосклонна	2994	None	None
542	к	3007	None	None
543	большинству	3009	None	None
544	мужчин	3021	None	None
545	,	3027	None	None
546	ухаживавших	3029	None	None
547	за	3041	None	None
548	ней	3044	coref	44
549	Может	3048	None	None
550	быть	3054	None	None
551	,	3058	None	None
552	по	3060	None	None
553	этой	3063	None	None
554	причине	3068	None	None
555	лорд	3076	coref	53
556	Сэннокс	3081	None	None
557	выглядел	3089	None	None
558	в	3098	None	None
559	свои	3100	coref	53
560	тридцать	3105	None	None
561	шесть	3114	None	None
562	лет	3120	None	None
563	на	3124	None	None
564	все	3127	None	None
565	пятьдесят	3131	None	None
566	(	3141	None	None
567	если	3142	None	None
568	только	3147	None	None
569	последнее	3154	None	None
