id,word,start_char,type,chain_id
0	Это	0	None	None
1	не	4	None	None
2	при	7	None	None
3	нашем	11	None	None
4	заводе	17	None	None
5	было	24	None	None
6	,	28	None	None
7	а	30	None	None
8	на	32	None	None
9	Сысертской	35	None	None
10	половине	46	None	None
11	.	54	None	None
12	И	56	None	None
13	не	58	None	None
14	вовсе	61	None	None
15	в	67	None	None
16	давних	69	None	None
17	годах	76	None	None
18	.	81	None	None
19	Мои	83	None	None
20	-	86	None	None
21	то	87	None	None
22	старики	90	None	None
23	уж	98	None	None
24	в	101	None	None
25	подлетках	103	None	None
26	в	113	None	None
27	заводе	115	None	None
28	бегали	122	None	None
29	.	128	None	None
30	Кто	130	None	None
31	на	134	None	None
32	шаровке	137	None	None
33	,	144	None	None
34	кто	146	None	None
35	на	150	None	None
36	подсыпке	153	None	None
37	,	161	None	None
38	а	163	None	None
39	то	165	None	None
40	в	168	None	None
41	слесарке	170	None	None
42	,	178	None	None
43	либо	180	None	None
44	в	185	None	None
45	кузне	187	None	None
46	.	192	None	None
47	Ну	194	None	None
48	,	196	None	None
49	мало	198	None	None
50	ли	203	None	None
51	куда	206	None	None
52	малолетов	211	None	None
53	при	221	None	None
54	крепости	225	None	None
55	загоняли	234	None	None
56	.	242	None	None
57	Тогда	243	None	None
58	этот	249	None	None
59	разговор	254	None	None
60	про	263	None	None
61	травяную	267	None	None
62	западенку	276	None	None
63	и	286	None	None
64	прошел	288	None	None
65	.	294	None	None
66	Так	295	None	None
67	,	298	None	None
68	сказывают	300	None	None
69	,	309	None	None
70	дело	311	None	None
71	-	315	None	None
72	то	316	None	None
73	было	319	None	None
74	.	323	None	None
75	Турчаниновские	324	None	None
76	наследники	339	coref	188
77	промотались	350	None	None
78	и	362	None	None
79	половину	364	None	None
80	заводов	373	None	None
81	продали	381	None	None
82	барину	389	coref	189
83	Саломирскову	396	None	None
84	.	408	None	None
85	Тут	410	None	None
86	у	414	None	None
87	них	416	coref	190
88	неразбериха	420	None	None
89	и	432	None	None
90	пошла	434	None	None
91	.	439	None	None
92	Продать	440	None	None
93	продали	448	None	None
94	,	455	None	None
95	а	457	None	None
96	деньги	459	None	None
97	с	466	None	None
98	завода	468	None	None
99	Турчаниновым	475	coref	188
100	охота	488	None	None
101	получать	494	None	None
102	по	503	None	None
103	-	505	None	None
104	старому	506	None	None
105	.	513	None	None
106	Саломирсков	515	coref	189
107	опять	527	None	None
108	,	532	None	None
109	наоборот	534	None	None
110	,	542	None	None
111	говорит	544	None	None
112	:	551	None	None
113	-	552	None	None
114	Я	554	coref	189
115	главный	556	None	None
116	хозяин	564	coref	189
117	-	571	None	None
118	мне	573	coref	189
119	и	577	None	None
120	получка	579	None	None
121	вся	587	None	None
122	!	590	None	None
123	А	592	None	None
124	вам	594	coref	188
125	-	598	None	None
126	сколь	600	None	None
127	выделю	606	None	None
128	.	612	None	None
129	Спорили	614	None	None
130	-	621	None	None
131	спорили	622	None	None
132	,	629	None	None
133	сговорились	631	None	None
134	нанять	643	None	None
135	сообща	650	None	None
136	главного	657	None	None
137	приказчика	666	coref	191
138	.	676	None	None
139	Пущай	678	None	None
140	,	683	None	None
141	дескать	685	None	None
142	,	692	None	None
143	хозяйствует	694	None	None
144	,	705	None	None
145	как	707	None	None
146	умеет	711	None	None
147	,	716	None	None
148	а	718	None	None
149	нам	720	coref	190
150	бы	724	None	None
151	деньги	727	None	None
152	выдавал	734	None	None
153	,	741	None	None
154	сколько	743	None	None
155	кому	751	None	None
156	по	756	None	None
157	частям	759	None	None
158	причтется	766	None	None
159	.	775	None	None
160	Так	776	None	None
161	-	779	None	None
162	то	780	None	None
163	,	782	None	None
164	видно	784	None	None
165	,	789	None	None
166	им	791	coref	190
167	вольготнее	794	None	None
168	показалось	805	None	None
169	!	815	None	None
170	Оно	817	None	None
171	и	821	None	None
172	то	823	None	None
173	сказать	826	None	None
174	:	833	None	None
175	турчаннновски	835	None	None
176	наследники	849	coref	188
177	сроду	860	None	None
178	в	866	None	None
179	заводском	868	None	None
180	деле	878	None	None
181	не	883	None	None
182	мерекали	886	None	None
183	,	894	None	None
184	да	896	None	None
185	и	899	None	None
186	новый	901	None	None
187	барин	907	coref	189
188	,	912	None	None
189	видать	914	None	None
190	,	920	None	None
191	не	922	None	None
192	мудренее	925	None	None
193	достался	934	None	None
194	.	942	None	None
195	Он	944	coref	189
196	,	946	None	None
197	сказывают	948	None	None
198	,	957	None	None
199	из	959	None	None
200	каких	962	None	None
201	-	967	None	None
202	то	968	None	None
203	царских	971	None	None
204	ли	979	None	None
205	,	981	None	None
206	княжеских	983	None	None
207	незаконных	993	None	None
208	родов	1004	None	None
209	вышел	1010	None	None
210	.	1015	None	None
211	То	1017	None	None
212	ему	1020	coref	189
213	и	1024	None	None
214	заводы	1026	None	None
215	купили	1033	None	None
216	и	1040	None	None
217	заслуг	1042	None	None
218	всяких	1049	None	None
219	надавали	1056	None	None
220	.	1064	None	None
221	Завсегда	1066	None	None
222	будто	1075	None	None
223	в	1081	None	None
224	белых	1083	None	None
225	штанах	1089	None	None
226	в	1096	None	None
227	обтяжку	1098	None	None
228	ходил	1106	None	None
229	,	1111	None	None
230	а	1113	None	None
231	на	1115	None	None
232	шапке	1118	None	None
233	от	1124	None	None
234	бусой	1127	None	None
235	лошади	1133	None	None
236	хвост	1140	None	None
237	.	1145	None	None
238	В	1146	None	None
239	экой	1148	None	None
240	-	1152	None	None
241	то	1153	None	None
242	одеже	1156	None	None
243	в	1162	None	None
244	кричну	1164	None	None
245	либо	1171	None	None
246	сварочную	1176	None	None
247	не	1186	None	None
248	пойдешь	1189	None	None
249	!	1196	None	None
250	Под	1198	None	None
251	домну	1202	None	None
252	и	1208	None	None
253	вовсе	1210	None	None
254	не	1216	None	None
255	суйся	1219	None	None
256	.	1224	None	None
257	Да	1226	None	None
258	новый	1229	None	None
259	барин	1235	coref	189
260	об	1241	None	None
261	этом	1244	None	None
262	и	1249	None	None
263	не	1251	None	None
264	скучал	1254	None	None
265	.	1260	None	None
266	По	1262	None	None
267	своему	1265	coref	189
268	понятию	1272	None	None
269	другое	1280	None	None
270	ремесло	1287	None	None
271	придумал	1295	None	None
272	:	1303	None	None
273	жеребцов	1305	None	None
274	по	1314	None	None
275	кругу	1317	None	None
276	на	1323	None	None
277	веревке	1326	None	None
278	гонять	1334	None	None
279	.	1340	None	None
280	У	1344	None	None
281	турчаниновских	1343	None	None
282	в	1358	None	None
283	ту	1360	None	None
284	пору	1363	None	None
285	барыня	1368	coref	192
286	одна	1375	None	None
287	в	1380	None	None
288	головах	1382	None	None
289	ходила	1390	None	None
290	.	1396	None	None
291	Самая	1398	None	None
292	,	1403	None	None
293	сказать	1405	None	None
294	,	1412	None	None
295	умойная	1414	None	None
296	баба	1422	coref	192
297	.	1426	None	None
298	Ей	1428	coref	192
299	гору	1431	coref	193
300	золота	1436	None	None
301	насыпь	1443	None	None
302	,	1449	None	None
303	-	1451	None	None
304	и	1453	None	None
305	от	1455	None	None
306	той	1458	coref	193
307	пыли	1462	None	None
308	не	1467	None	None
309	оставит	1470	None	None
310	.	1477	None	None
311	Увидела	1479	None	None
312	эта	1487	None	None
313	барыня	1491	coref	192
314	-	1498	None	None
315	Саломирсков	1500	coref	189
316	жеребцами	1512	None	None
317	забавляется	1522	None	None
318	.	1533	None	None
319	-	1535	None	None
320	Чем	1537	None	None
321	,	1540	None	None
322	-	1542	None	None
323	думает	1544	None	None
324	,	1550	None	None
325	-	1552	None	None
326	я	1554	coref	192
327	хуже	1556	None	None
328	?	1560	None	None
329	Почище	1562	None	None
330	заведу	1569	None	None
331	!	1575	None	None
332	И	1576	None	None
333	точно	1578	None	None
334	,	1583	None	None
335	цельный	1585	None	None
336	конский	1593	None	None
337	завод	1601	None	None
338	на	1607	None	None
339	Щербаковке	1610	None	None
340	поставила	1621	None	None
341	и	1631	None	None
342	тоже	1633	None	None
343	давай	1638	None	None
344	жеребцов	1644	None	None
345	гонять	1653	None	None
346	.	1659	None	None
347	Главный	1660	None	None
348	приказчик	1668	coref	191
349	у	1678	None	None
350	них	1680	coref	190
351	из	1684	None	None
352	нездешних	1687	None	None
353	случился	1697	None	None
354	.	1705	None	None
355	Паном	1707	coref	194
356	почто	1713	None	None
357	-	1718	None	None
358	то	1719	None	None
359	его	1722	coref	191
360	в	1726	None	None
361	глаза	1728	None	None
362	звали	1734	None	None
363	.	1739	None	None
364	Ну	1740	None	None
365	,	1742	None	None
366	этот	1744	None	None
367	пан	1749	coref	191
368	сперва	1753	None	None
369	барам	1760	coref	190
370	семячек	1766	None	None
371	подсыпал	1774	None	None
372	.	1782	None	None
373	Поманил	1784	None	None
374	,	1791	None	None
375	значит	1793	None	None
376	.	1799	None	None
377	Которое	1801	None	None
378	продаст	1809	None	None
379	,	1816	None	None
380	которое	1818	None	None
381	заложит	1826	None	None
382	,	1833	None	None
383	руду	1835	None	None
384	под	1840	None	None
385	самым	1844	None	None
386	заводом	1850	None	None
387	брать	1858	None	None
388	велел	1864	None	None
389	,	1869	None	None
390	уголь	1871	None	None
391	чуть	1877	None	None
392	не	1882	None	None
393	на	1885	None	None
394	улицах	1888	None	None
395	жгут	1895	None	None
396	.	1899	None	None
397	Глядишь	1901	None	None
398	-	1908	None	None
399	и	1909	None	None
400	наскребет	1911	None	None
401	деньжонок	1921	None	None
402	.	1930	None	None
403	Барам	1932	coref	190
404	этого	1938	None	None
405	и	1944	None	None
406	надо	1946	None	None
407	.	1950	None	None
408	Разговорами	1952	None	None
409	себя	1964	coref	190
410	тешат	1969	None	None
411	:	1974	None	None
412	-	1975	None	None
413	Это	1977	None	None
414	по	1981	None	None
415	началу	1984	None	None
416	так	1991	None	None
417	-	1994	None	None
418	то	1995	None	None
419	.	1997	None	None
420	Дальше	1999	None	None
