id,word,start_char,type,chain_id
0	Археологи	0	None	None
1	Института	10	None	None
2	Востока	20	None	None
3	Чикагского	28	None	None
4	университета	39	None	None
5	откопали	52	None	None
6	в	61	None	None
7	Египте	63	None	None
8	ступенчатую	70	None	None
9	пирамиду	82	coref	385
10	,	90	None	None
11	возраст	92	None	None
12	которой	100	coref	385
13	составляет	108	None	None
14	около	119	None	None
15	тысячи	130	None	None
16	лет	137	None	None
17	,	140	None	None
18	сообщает	142	None	None
19	LiveScience	151	None	None
20	.	162	None	None
21	Пирамида	164	coref	385
22	находится	173	None	None
23	неподалеку	183	None	None
24	от	194	None	None
25	древнего	197	None	None
26	поселения	206	None	None
27	Эдфу	216	None	None
28	(	221	None	None
29	около	222	None	None
30	ста	228	None	None
31	километров	232	None	None
32	к	243	None	None
33	югу	245	None	None
34	от	249	None	None
35	Луксора	252	None	None
36	)	259	None	None
37	и	261	None	None
38	относится	263	None	None
39	к	273	None	None
40	так	275	None	None
41	называемому	279	None	None
42	провинциальному	291	None	None
43	типу	307	None	None
44	.	311	None	None
45	По	313	None	None
46	предварительным	316	None	None
47	оценкам	332	None	None
48	,	339	None	None
49	откопанная	341	None	None
50	пирамида	352	coref	385
51	на	361	None	None
52	несколько	364	None	None
53	десятилетий	374	None	None
54	старше	386	None	None
55	Великой	393	None	None
56	пирамиды	401	None	None
57	Гизы	410	None	None
58	.	414	None	None
59	При	415	None	None
60	постройке	419	None	None
61	ступенчатая	429	None	None
62	пирамида	441	coref	385
63	в	450	None	None
64	Эдфу	452	None	None
65	была	457	None	None
66	высотой	462	None	None
67	13	470	None	None
68	метров	473	None	None
69	,	479	None	None
70	однако	481	None	None
71	за	488	None	None
72	тысячелетия	491	None	None
73	частично	503	None	None
74	разрушилась	512	None	None
75	.	523	None	None
76	Теперь	525	None	None
77	ее	532	coref	385
78	высота	535	None	None
79	не	542	None	None
80	превышает	545	None	None
81	пяти	555	None	None
82	метров	560	None	None
83	.	566	None	None
84	Она	568	coref	385
85	является	572	None	None
86	одной	581	None	None
87	из	587	None	None
88	семи	590	None	None
89	известных	595	None	None
90	провинциальных	605	None	None
91	пирамид	620	None	None
92	,	627	None	None
93	строившихся	629	None	None
94	при	641	None	None
95	фараоне	645	None	None
96	Хуни	653	None	None
97	(	658	None	None
98	правил	659	None	None
99	в	666	None	None
100	2635	668	None	None
101	-	672	None	None
102	2610	673	None	None
103	годах	678	None	None
104	до	684	None	None
105	нашей	687	None	None
106	эры	693	None	None
107	)	696	None	None
108	или	698	None	None
109	при	702	None	None
110	фараоне	706	None	None
111	Снефру	714	None	None
112	(	721	None	None
113	2610	722	None	None
114	-	726	None	None
